Data;plano_contas_id;cliente;uf;valor_recebido
2023-05-15;22;das Neves S.A.;RJ;34713.39
2023-08-10;22;Mendes Correia Ltda.;PE;41390.47
2023-11-16;11;Jesus;MT;4227.11
2023-07-19;31;Almeida;RJ;33450.66
2024-01-20;12;Sales;AP;11267.88
2024-10-30;32;Rocha - EI;BA;36960.09
2023-07-03;21;Silva;PI;9786.31
2023-12-22;11;Peixoto;AL;24752.34
2023-04-22;21;Moura;CE;16975.39
2023-05-07;11;da Cruz;CE;15718.03
2023-05-17;11;das Neves Barros - EI;CE;43459.76
2023-11-28;33;Araújo;AC;41616.98
2025-02-10;11;Freitas S.A.;PA;47775.22
2023-10-01;21;da Mota;SP;37913.19
2024-07-29;21;Pires S/A;TO;35269.71
2024-06-27;32;Freitas;MG;33837.18
2023-07-18;11;da Rocha da Rosa - EI;SC;47478.83
2024-12-02;11;Freitas e Filhos;MS;8891.33
2024-03-04;32;Vieira;MS;7566.82
2025-03-17;11;Pereira;RN;22563.7
2024-06-15;11;Rodrigues;CE;21449.3
2024-06-03;31;da Mata Porto - EI;AL;21693.04
2024-03-15;32;Sales e Filhos;SP;9839.77
2024-06-01;11;Melo da Cruz S/A;RJ;14464.02
2024-03-24;11;Aragão;AM;14758.06
2024-04-05;11;da Paz;AL;27175.83
2024-07-25;31;Oliveira;PB;27184.82
2025-03-24;12;Ferreira Nunes S.A.;MT;7867.14
2024-01-20;12;Nunes S/A;RO;12152.38
2024-09-24;32;Ramos;RR;3363.9
2024-02-11;31;Pereira Cardoso - EI;MA;32004.72
2024-04-23;31;da Cunha Nogueira S.A.;RN;32210.12
2023-05-05;33;Azevedo;AC;36566.95
2024-05-16;31;Pereira;RO;12231.43
2023-05-27;31;Teixeira;RN;37124.93
2025-03-11;12;Dias;PI;35222.16
2024-10-06;33;Dias Nunes S.A.;GO;42372.05
2024-07-28;32;Porto;RN;10698.03
2023-04-22;32;Silva;SP;6606.61
2023-10-10;21;Vieira;SC;33297.68
2023-10-29;11;Nogueira;DF;39372.46
2023-06-17;11;Vieira Pinto S/A;MG;14729.14
2024-09-05;21;Jesus Moreira - EI;GO;37701.09
2023-09-04;22;Moura - EI;RN;27142.95
2023-05-11;22;Martins S.A.;MT;41767.2
2024-10-01;21;Costela Cardoso e Filhos;PR;2856.27
2025-03-26;22;Barros - EI;SE;31256.16
2023-11-10;22;Barbosa;ES;38342.75
2024-10-11;12;da Mata Almeida e Filhos;PA;37204.83
2024-01-24;21;Nogueira;RS;40126.78
2024-05-11;21;da Costa;PB;23130.12
2024-05-20;21;Barros;SP;49825.14
2024-06-12;21;Gomes da Paz - ME;MS;8465.21
2024-02-18;11;Cunha;CE;30651.48
2025-01-31;32;Dias Pires S/A;AC;36316.45
2024-10-04;12;Pereira;PI;13834.1
2024-12-11;32;Teixeira - EI;AL;45497.19
2025-01-19;22;da Cruz;PA;15860.11
2023-06-01;12;Melo;PA;4800.13
2023-11-24;32;Martins;MT;41581.25
2025-02-04;31;Duarte;RJ;20038.37
2023-10-12;31;Jesus S.A.;DF;31711.41
2023-07-09;33;Nascimento;MS;35973.46
2023-06-07;21;Santos - EI;RR;23783.71
2025-03-15;33;Oliveira;DF;10932.31
2024-02-20;32;Castro Nogueira S/A;ES;44279.84
2023-10-27;11;Moura;MT;24608.58
2024-07-08;22;Pires;AC;26148.0
2023-09-24;21;Campos Ltda.;AM;34034.61
2023-06-28;12;Moraes Cardoso - ME;SE;41342.48
2023-10-03;31;das Neves;BA;49010.9
2024-09-09;22;Silveira;TO;11231.24
2023-12-02;12;Peixoto;RN;21585.57
2025-03-21;11;da Conceição Mendes S/A;MS;1397.64
2023-09-03;22;Martins Cunha Ltda.;AM;36389.97
2024-05-14;32;Ribeiro Campos Ltda.;AP;14542.94
2025-03-10;12;da Mota Ltda.;PA;43583.38
2023-11-28;32;Campos Almeida - ME;RR;24567.38
2025-01-02;12;Barros;DF;45232.93
2025-03-25;22;Castro - EI;CE;16724.65
2024-06-25;11;Gonçalves;RS;3318.74
2023-07-26;11;da Rosa - ME;RR;27196.95
2024-03-04;33;da Cunha;BA;12262.91
2024-04-20;32;Jesus Ltda.;MA;38898.36
2024-10-16;12;Silveira;TO;26706.02
2024-12-30;22;Fogaça Pires - ME;SE;35248.68
2023-10-26;31;Ramos Carvalho - EI;PR;10657.61
2024-09-15;22;Ferreira Freitas S.A.;PB;26977.95
2024-04-28;31;Costela;SP;47872.33
2023-12-13;21;Barbosa S/A;PR;32698.79
2024-11-15;11;Moraes;GO;10471.74
2024-09-26;31;Cavalcanti;PI;38227.6
2024-08-07;11;Cardoso Barros - ME;MG;14082.71
2024-06-18;31;Moreira Costa - EI;BA;9077.07
2024-02-01;32;das Neves;ES;13683.94
2024-03-08;12;Barbosa - ME;RS;8069.66
2025-03-10;12;Novaes;RN;12566.94
2025-02-17;22;Cardoso;RJ;39758.53
2024-09-09;21;Moura;AC;14321.28
2024-08-30;12;Cardoso;BA;18212.14
2023-06-05;21;Vieira S/A;PI;3602.36
2023-11-30;11;da Costa - ME;AM;20111.48
2025-03-27;31;Ribeiro Duarte S/A;ES;36073.87
2024-04-26;32;Farias - EI;DF;25203.22
2024-09-23;31;Nascimento;AM;49746.45
2024-11-09;22;Ramos da Cunha S/A;PE;36507.77
2023-09-18;21;Porto;RJ;26400.17
2023-10-29;31;Duarte;CE;14652.11
2023-12-07;32;da Costa S/A;SC;18885.26
2023-11-16;21;Ribeiro Gomes e Filhos;GO;47224.99
2024-06-16;22;da Costa;DF;20506.09
2023-12-09;11;Fogaça - EI;AC;9893.35
2024-02-19;32;Porto Ltda.;MA;10049.33
2023-08-24;31;Dias - ME;PB;40571.77
2023-10-31;11;Barbosa S/A;MT;13423.71
2023-12-06;31;das Neves;AL;27117.13
2024-09-25;21;Silva Ltda.;DF;9536.77
2023-07-23;33;Azevedo Barbosa - EI;PR;21209.68
2025-03-24;32;Silveira;RR;19385.39
2025-03-05;11;Cardoso;DF;46487.21
2025-01-19;21;Ramos;SE;25096.18
2025-02-16;21;Santos;GO;42284.18
2024-03-29;31;Cavalcanti Nogueira e Filhos;ES;18214.75
2024-02-13;12;Novaes;RR;40100.24
2024-07-28;33;Dias S/A;TO;48101.06
2023-09-05;21;Costa Carvalho S.A.;SC;28688.99
2024-11-26;21;Fernandes;PA;44792.13
2024-07-07;21;Alves - EI;BA;9814.78
2024-04-18;22;Pires;MA;25587.19
2025-02-01;12;da Cruz Caldeira S.A.;BA;22130.55
2023-07-18;12;Martins;RN;102.93
2024-12-22;22;Fernandes;SE;41910.72
2024-01-23;21;Moura;GO;14083.26
2023-05-30;32;da Rosa Martins e Filhos;MS;34510.41
2023-12-11;31;Costela Pires - ME;RR;45626.26
2023-10-14;12;da Cunha e Filhos;PR;10604.12
2025-01-21;12;Barros;SE;49004.73
2023-06-13;22;Rezende - EI;SP;25316.3
2023-11-19;32;Almeida;MS;9358.11
2025-01-19;22;da Costa;SP;6293.94
2024-06-01;33;Castro;AP;3064.06
2024-02-05;11;Correia;ES;7058.01
2024-01-06;22;Almeida Nascimento Ltda.;GO;20727.14
2023-04-12;21;Porto S.A.;BA;27948.29
2025-03-25;21;Monteiro Sales - ME;AP;19593.85
2024-10-12;33;Novaes;MS;31469.4
2025-01-08;12;Nunes Duarte Ltda.;ES;46350.37
2023-08-28;21;Porto Teixeira Ltda.;RR;39981.47
2024-07-07;11;da Cunha Cardoso - ME;MT;33482.09
2024-04-20;11;Almeida;GO;9645.92
2024-01-16;31;Campos;AL;16232.63
2024-02-03;32;da Cunha;AM;34160.85
2024-02-28;33;Pires Teixeira S/A;MG;39469.07
2024-10-08;11;da Rosa - EI;PB;44991.25
2024-08-09;22;Nunes;PR;42720.72
2023-11-07;11;Azevedo - EI;PB;26977.6
2024-09-10;22;da Conceição;TO;23271.58
2023-08-21;33;Nogueira;SC;28501.36
2023-05-27;11;Cavalcanti;DF;12119.97
2023-05-20;21;Duarte;RR;36806.26
2023-08-18;32;Cardoso;RJ;6019.7
2024-08-25;31;Rezende;RN;40883.77
2023-12-03;12;da Rocha;MT;20211.68
2024-04-20;11;Silva;AL;35061.53
2024-04-11;21;Porto;RN;39913.83
2023-09-09;33;Mendes;TO;35145.62
2023-10-11;31;Rodrigues;CE;1718.77
2023-05-24;12;Pinto Ferreira - ME;SP;49398.66
2023-09-13;33;Aragão;SE;27008.91
2025-03-19;21;da Luz;RN;15059.45
2024-11-10;11;Moura;AP;18509.85
2025-03-02;12;Alves;AL;43026.58
2024-07-14;11;Ferreira;SC;23817.1
2024-09-26;12;Pinto;RR;3570.21
2024-02-10;22;Freitas e Filhos;MS;7524.9
2023-09-15;31;Sales;RJ;18293.88
2024-11-01;33;Melo Almeida S.A.;AL;19010.82
2024-06-23;21;Moraes Pinto S/A;MS;43559.99
2023-07-08;11;Aragão;RS;32423.25
2024-07-18;31;Rezende Costela S.A.;BA;15125.9
2023-05-16;31;da Conceição - ME;MG;29996.33
2024-09-17;31;da Luz;MT;16216.79
2023-07-05;11;Pinto da Conceição S.A.;RJ;27474.01
2023-07-03;22;da Rosa - EI;PI;24507.13
2023-07-09;31;da Cruz;SC;3979.95
2024-10-01;22;Moreira;PB;48505.57
2024-05-06;22;Aragão;AP;11956.22
2023-10-15;21;da Rocha;PA;13905.03
2023-06-26;11;Martins da Conceição Ltda.;GO;44196.8
2023-07-09;11;Duarte Costela - ME;AP;44719.8
2023-06-27;32;Pereira S/A;AM;22282.49
2024-01-08;21;Ramos Rocha - ME;PB;39133.15
2023-07-10;11;Barros Duarte Ltda.;TO;2163.28
2025-03-24;11;Gonçalves e Filhos;PB;18157.84
2023-12-19;31;Souza Ltda.;AC;23103.52
2023-04-30;12;Caldeira da Conceição e Filhos;AC;28068.11
2023-06-07;31;Freitas S.A.;PA;35573.14
2024-06-06;33;da Luz - ME;SP;29769.94
2023-10-16;33;da Conceição;TO;22690.03
2024-12-26;11;Moraes;PR;18301.71
2024-12-20;12;Moura - EI;RO;30851.03
2024-03-12;22;Farias;AL;7283.09
2023-06-14;22;Moura;SP;13618.89
2023-10-25;32;Carvalho Souza e Filhos;PR;33445.79
2025-03-22;31;Peixoto Costela S.A.;RJ;7152.32
2024-05-27;31;da Cruz;PB;27101.96
2024-09-17;11;Castro S/A;PB;31335.89
2023-04-12;22;Melo Ramos - EI;MT;38291.91
2025-03-18;31;da Paz Lopes - ME;SC;19003.56
2023-08-01;21;Fogaça;SE;15612.69
2024-04-05;22;Martins S.A.;GO;31920.43
2023-08-31;32;Jesus Freitas - EI;PB;29108.48
2023-11-06;31;Duarte;SP;5524.27
2023-04-08;33;Freitas e Filhos;BA;45404.23
2024-10-02;33;da Rosa - ME;MS;45024.31
2024-07-02;33;Rocha;AP;29652.7
2023-09-27;21;Sales da Conceição S/A;RS;41277.32
2023-12-27;12;Silveira;MG;8441.36
2024-12-04;21;Gonçalves;AM;12988.74
2024-01-02;33;Costa e Filhos;BA;9539.89
2023-12-10;12;Correia Martins - EI;AC;22105.18
2023-04-07;12;Souza Costa e Filhos;ES;6529.21
2024-02-02;11;Araújo - EI;PB;7744.03
2025-01-19;22;Fernandes;PE;17731.84
2023-11-04;22;da Mata - EI;MG;15275.06
2024-08-18;22;Alves;GO;4255.12
2024-01-29;31;Moura;RJ;43577.14
2024-10-19;32;Pires;PI;625.12
2024-01-17;31;Pereira;RS;4383.24
2024-03-02;33;Moura e Filhos;RN;47931.79
2025-03-21;31;Lima;AC;2436.38
2023-05-27;11;Nogueira;MG;33169.4
2025-03-06;12;Duarte;TO;35235.08
2024-03-03;22;Dias;AM;29621.72
2024-10-05;12;Farias e Filhos;CE;26004.36
2023-12-31;32;Castro Jesus S.A.;DF;48214.87
2023-08-06;21;Lima Moreira e Filhos;SE;21627.13
2025-01-29;12;Moraes - EI;SP;35555.2
2024-12-06;32;Lima;RS;17147.94
2023-09-30;11;Monteiro S/A;PE;48524.7
2023-09-17;11;Azevedo;SE;16262.89
2024-11-27;31;Sales Oliveira - EI;PR;26919.82
2023-09-29;33;da Mota Lima e Filhos;PR;18550.76
2024-12-15;11;Barbosa;AC;46393.2
2023-06-04;22;Rezende e Filhos;PA;39896.77
2024-08-16;32;Pires e Filhos;MS;34291.06
2023-06-26;22;Ramos da Costa - ME;MA;48569.76
2024-08-12;22;Castro;MT;4995.71
2024-02-04;22;Viana Martins Ltda.;BA;12133.0
2024-05-17;33;Silva;MT;29030.97
2024-03-13;12;Moreira S/A;RS;8111.26
2024-10-02;11;Monteiro;PB;34004.84
2024-04-24;11;Alves Nunes - ME;AC;25580.0
2024-10-18;31;Cunha - EI;MA;41426.51
2024-05-20;12;Gomes;MT;28798.35
2023-04-20;12;Pereira;PR;17040.15
2023-12-12;32;Correia e Filhos;RO;16385.18
2024-12-15;11;Carvalho Correia e Filhos;PE;31537.82
2024-04-08;22;Dias Aragão - ME;SC;33064.7
2024-03-03;22;Moreira Ltda.;RS;25370.21
2023-06-20;12;Santos Campos - EI;DF;46991.94
2024-04-09;22;Costela;RJ;44349.66
2024-02-14;33;Duarte Novaes S/A;RR;32920.24
2024-12-28;33;Barros;ES;4905.56
2024-06-27;22;Cunha Nascimento e Filhos;SP;16802.24
2023-07-28;11;Silva e Filhos;RJ;40472.85
2024-03-16;21;Cardoso;PI;36123.41
2023-08-09;33;Melo;CE;21536.91
2025-02-03;31;Moreira;RJ;44516.15
2024-05-24;22;da Cunha S/A;MT;3159.95
2023-06-29;11;Ribeiro Alves - EI;TO;42497.72
2024-03-10;21;Dias;GO;32892.43
2023-05-07;21;Moura;RJ;1714.27
2023-12-20;33;Viana;PR;18830.3
2024-04-28;11;Cunha;ES;19287.72
2024-12-25;22;da Paz;PA;30385.42
2024-06-26;32;Fogaça;RJ;41930.53
2023-11-26;21;Rezende e Filhos;PI;37371.37
2023-12-27;21;Gonçalves - EI;SC;20542.05
2024-09-17;21;Pereira;MT;39105.29
2023-10-28;33;Castro;AP;24534.27
2023-12-23;21;Souza Novaes Ltda.;TO;35099.3
2023-11-25;22;Monteiro Pires e Filhos;MT;31703.73
2025-03-29;33;Araújo;RJ;46831.76
2024-08-26;22;Lima Mendes - EI;AP;5793.35
2023-07-06;32;Lima;PI;27929.47
2025-02-02;31;Cardoso S/A;MA;23982.46
2025-02-11;31;Correia;MA;25884.67
2024-08-11;11;Caldeira - EI;RO;31780.75
2024-07-16;11;Silveira;CE;15857.9
2024-08-09;22;Porto;AC;25776.08
2023-04-24;33;Lima;PE;40652.58
2023-10-30;21;da Cruz;PB;24043.69
2025-01-03;12;Souza Ltda.;MS;43134.4
2024-07-02;11;Teixeira;GO;299.08
2024-07-13;31;Martins;AM;13446.14
2023-06-14;22;Ramos Rocha e Filhos;AC;13475.49
2023-08-10;33;Cardoso - EI;MG;28402.74
2024-04-27;33;Castro;MT;43297.76
2023-08-10;12;Correia;TO;10295.88
2023-09-24;12;Nogueira da Mota S.A.;GO;38489.34
2025-01-09;21;Sales - ME;CE;22172.55
2024-09-09;32;Costa S.A.;MT;6922.61
2025-03-28;11;da Conceição;DF;23557.09
2024-09-07;21;Jesus e Filhos;RS;47193.92
2023-09-02;21;Martins;PR;36425.9
2023-09-21;31;Pires;AL;1162.62
2023-10-12;11;Lopes S/A;DF;6791.36
2023-09-04;32;da Conceição;RR;26531.73
2023-08-04;31;Oliveira;GO;24961.37
2023-06-17;32;Rocha e Filhos;PA;46199.32
2024-02-16;33;Vieira e Filhos;MA;20185.56
2024-06-26;22;Araújo;MA;20487.04
2023-06-13;21;Dias - ME;MA;31219.37
2025-03-20;32;Dias;PB;44704.36
2024-10-31;33;Novaes;PR;25220.98
2024-12-01;22;Gonçalves Cardoso S/A;BA;29361.19
2024-03-16;22;Rocha S/A;AL;34235.34
2025-03-25;32;Barbosa;RR;49107.05
2025-03-18;11;Sales e Filhos;PA;33016.33
2024-06-15;11;Silva;DF;26502.45
2023-08-26;31;Gonçalves;RR;49900.9
2024-09-08;11;Aragão e Filhos;ES;11109.03
2023-07-22;21;Aragão;SC;42947.99
2024-04-06;22;Rezende;RO;40276.39
2023-08-13;22;Cardoso Azevedo - EI;RO;6882.62
2025-03-24;22;Freitas;AM;4205.08
2023-09-03;32;Azevedo;AL;11381.06
2024-08-11;22;da Luz Ltda.;MA;17947.34
2023-08-10;11;Pereira Cardoso S.A.;TO;46661.33
2023-12-21;33;Freitas S.A.;MS;39124.79
2024-06-12;31;Novaes;PA;46229.14
2023-12-23;31;Aragão;DF;46126.52
2024-09-08;33;Azevedo;RR;36758.97
2024-03-03;11;Caldeira - EI;RR;845.95
2024-04-25;31;Cunha;AM;43965.82
2025-02-14;32;Ramos - ME;MT;12899.36
2023-06-17;31;Caldeira e Filhos;PE;47308.81
2025-01-31;12;Azevedo;AC;5428.38
2024-03-06;31;Cardoso e Filhos;SC;37212.03
2023-07-29;22;Correia Ltda.;DF;49330.69
2025-01-12;21;Gonçalves;RR;8377.11
2023-06-03;32;Costa;RS;27047.71
2023-05-05;32;Caldeira;DF;38203.54
2024-11-11;33;Freitas;SP;18056.96
2023-10-27;21;Freitas Sales S/A;RR;5196.77
2023-04-18;11;Souza Ltda.;AP;33540.68
2024-03-04;32;da Luz;CE;47189.03
2024-11-26;12;Costela Nunes e Filhos;DF;49956.71
2023-05-16;12;Souza;MG;5118.85
2023-06-02;32;Cardoso;PA;24428.21
2023-05-09;21;Caldeira S/A;AL;37506.64
2024-07-18;11;Vieira;MS;30325.88
2024-09-24;12;da Costa da Conceição S/A;AM;37080.18
2023-05-14;12;da Paz;SC;28476.1
2023-05-26;21;Mendes;PE;49456.79
2023-06-30;12;Vieira;DF;4642.14
2023-10-14;33;Monteiro Ltda.;PI;34187.75
2024-02-03;31;Monteiro Caldeira S.A.;PR;16645.13
2023-06-22;21;Melo - ME;SC;1252.59
2023-05-16;22;Duarte S.A.;RR;39700.17
2024-03-07;21;Barros Silveira S.A.;AL;43981.58
2024-10-23;12;Ramos;PR;28601.0
2023-10-16;32;Mendes;RO;12399.09
2023-08-23;21;da Rocha;MA;11572.81
2024-02-20;12;Vieira;AL;33568.93
2024-10-20;33;Nogueira;SC;33472.01
2023-06-03;22;Alves Ramos - ME;AC;20627.63
2024-05-27;32;da Rocha;PB;22301.01
2023-11-10;12;Fogaça S.A.;PE;38329.93
2023-11-24;33;Barbosa;AM;22077.52
2023-07-30;33;Carvalho - ME;RO;36391.98
2024-06-10;33;Mendes;PE;31623.6
2023-11-05;22;Peixoto;AC;46983.98
2023-12-24;32;Rodrigues;PE;30275.69
2024-11-09;21;das Neves e Filhos;SP;26750.9
2024-02-09;11;Monteiro;RS;44120.4
2023-07-02;31;Costa da Rocha - EI;SE;32825.45
2024-12-31;11;Fogaça;BA;45567.59
2025-03-06;21;Aragão;GO;40631.4
2025-02-13;21;Moura;PA;11393.79
2023-08-01;33;Silva S/A;AM;30920.44
2023-06-21;31;Vieira;RR;15222.59
2024-01-06;21;da Paz;BA;4939.43
2023-07-14;22;da Paz - EI;PA;43363.83
2024-06-09;12;Pereira;SP;23981.47
2025-02-20;33;Peixoto;SE;44876.4
2023-08-02;31;da Cunha Ltda.;TO;39023.5
2023-08-28;22;Fernandes Gomes - ME;RR;32671.94
2024-06-17;11;da Cunha;PI;15141.96
2025-03-06;31;Cavalcanti;ES;2843.24
2024-02-07;32;Mendes Moraes S.A.;GO;45623.85
2023-11-22;21;Campos;DF;2608.64
2024-10-08;22;Rocha Mendes e Filhos;AM;35417.11
2025-02-07;21;Azevedo da Rosa - EI;RO;10221.75
2023-06-10;33;Alves Vieira S.A.;ES;49865.81
2024-06-13;21;Barros Castro Ltda.;PB;45593.57
2023-07-15;32;Teixeira;SE;36170.63
2023-04-13;33;Rocha Duarte - ME;SP;21647.15
2024-05-25;32;Barros - EI;RO;10064.01
2024-07-31;22;Caldeira - ME;SC;38802.98
2024-09-22;12;Cavalcanti;MA;10801.46
2023-11-09;12;Fogaça;MS;3275.06
2024-10-23;12;Almeida Cardoso - ME;AL;3832.22
2024-10-24;32;Rezende;PI;15793.81
2024-09-18;21;Farias;PR;7412.53
2024-12-10;33;Cunha;ES;13794.89
2023-06-09;32;Cavalcanti e Filhos;SC;45633.27
2024-08-10;32;Viana Jesus S.A.;MA;33177.72
2023-05-30;21;Araújo Santos - ME;MA;10033.73
2024-05-07;21;Rocha;ES;12223.94
2023-10-08;33;Santos;PE;38954.05
2024-12-17;11;Rezende Caldeira S/A;RJ;27872.03
2023-12-09;21;da Rosa;BA;25563.24
2025-03-21;21;Mendes Lima - ME;SE;23307.76
2024-03-21;33;da Cruz Campos S.A.;MS;23747.33
2024-05-20;22;Lima;AP;24381.6
2023-11-11;21;Lopes;MG;24203.67
2024-01-26;11;Jesus;PI;1876.15
2025-01-25;12;Barbosa Farias - EI;GO;18660.68
2024-03-30;12;Gomes;MS;44238.65
2023-12-01;21;da Paz;SC;23637.94
2024-05-16;22;Farias S/A;CE;44067.14
2024-11-09;22;Carvalho;AM;19104.46
2023-11-02;31;Monteiro - ME;BA;41045.21
2023-11-03;21;Cunha;RN;10691.65
2024-10-20;11;Teixeira Ltda.;CE;1880.96
2024-11-06;21;da Rosa;SC;45142.86
2025-01-09;22;Peixoto;ES;9185.29
2025-03-08;32;Caldeira;RJ;25414.77
2024-11-24;12;Castro S.A.;PI;34026.94
2025-02-15;32;da Mota Lima S/A;AP;16681.07
2023-06-04;31;Cavalcanti e Filhos;SP;21208.6
2023-07-27;33;Carvalho Cardoso - ME;GO;9671.48
2023-06-19;32;Martins - ME;PE;35337.0
2025-02-02;21;Gomes Dias - EI;SP;27553.68
2023-09-06;21;Cardoso S/A;SC;29459.43
2023-09-19;21;Sales;MT;10373.7
2023-08-22;31;da Rosa - ME;TO;7305.07
2023-12-16;12;da Cunha Souza - ME;PI;20870.59
2024-11-07;22;Porto;AL;27500.41
2023-05-26;12;Oliveira;PA;42271.82
2024-12-26;21;Martins;AL;12141.43
2024-05-28;33;da Cruz - EI;MA;37517.86
2024-07-13;12;Costa;PA;15450.56
2024-01-08;21;Alves;AC;42420.23
2023-11-06;22;Carvalho;AP;37595.23
2023-10-05;32;Nunes da Cruz - ME;SP;36630.02
2024-06-12;11;Campos Nunes - ME;SE;1233.12
2023-12-28;33;Campos S/A;MA;48865.22
2023-12-16;31;Caldeira;PI;14075.83
2024-12-07;31;Fernandes;AM;9650.52
2024-10-23;33;Castro Souza S/A;PE;43014.06
2024-12-12;11;Teixeira;PI;28745.5
2024-11-18;12;Pires;ES;18248.57
2023-04-11;33;Sales Cardoso - ME;AP;25542.59
2023-10-21;21;Ferreira;AL;16302.98
2024-02-18;12;Fernandes - EI;RR;6105.65
2023-09-01;31;Melo Cunha S.A.;MG;33378.37
2024-04-18;32;da Costa S/A;PA;41407.24
2023-12-28;12;Jesus da Paz S.A.;MS;24028.33
2024-02-12;12;Porto da Conceição Ltda.;MS;15892.69
2023-07-21;22;Duarte Martins e Filhos;SC;8755.49
2024-01-09;31;Rezende;AM;34736.25
2024-03-10;11;Moreira;SP;42799.82
2024-07-03;11;Viana;CE;14961.27
2024-11-30;33;Fernandes;AC;23236.66
2024-09-25;33;Aragão;AM;32538.22
2023-04-01;22;Barbosa;SE;22729.52
2023-12-05;12;Pinto;MS;31689.67
2024-11-18;22;Gomes;MG;1991.46
2024-06-21;12;Costa Ltda.;AM;49565.89
2023-12-30;22;Pinto;AM;3384.64
2023-06-29;21;Costela;AP;23026.04
2024-05-03;31;Rezende da Mata S.A.;PB;31196.39
2025-03-04;31;da Luz;AC;1634.81
2024-12-07;11;Gonçalves;MG;31841.64
2024-08-20;31;da Cunha Freitas - EI;PB;43014.08
2023-07-04;11;Nogueira;BA;2364.83
2024-07-07;11;das Neves;RO;21725.64
2024-04-09;11;Pinto e Filhos;AP;38022.23
2024-03-28;21;Ferreira;PB;30977.92
2023-04-23;11;da Costa;RR;17892.04
2024-07-04;11;Pereira Farias S.A.;GO;2319.91
2023-10-08;21;Vieira - ME;RS;41548.63
2024-02-04;31;Almeida - ME;BA;47549.64
2024-11-04;33;Caldeira - ME;RN;7684.48
2024-06-19;11;Pinto;CE;31699.77
2024-11-19;33;Campos Sales S/A;AL;14266.14
2023-06-12;21;da Costa Castro - EI;CE;17313.4
2023-10-27;21;Ribeiro;PA;2542.15
2023-11-29;31;Moraes;DF;32284.95
2025-01-25;11;Silveira;AC;39370.88
2024-10-07;22;Castro Cardoso S.A.;PE;49973.2
2023-06-16;22;da Mota e Filhos;PA;38137.74
2025-03-12;33;das Neves;RJ;220.46
2024-12-15;22;Castro;MA;20251.14
2023-06-21;22;Porto - EI;SC;32236.87
2024-07-15;21;Costa Pinto - ME;RJ;48010.84
2024-11-03;22;Gomes Ltda.;ES;46197.66
2023-08-28;31;da Conceição Azevedo Ltda.;GO;10712.2
2023-07-17;32;Cunha;AM;28828.74
2024-03-05;31;Porto Lima S.A.;AL;1828.2
2025-02-24;33;Souza Duarte e Filhos;RJ;17603.9
2025-02-06;22;Moraes;PI;16186.16
2025-03-17;33;Nunes;AC;43372.71
2024-07-31;11;Moura Ltda.;ES;43220.96
2025-01-14;22;Dias Ramos S.A.;MS;22023.84
2023-08-14;33;Moreira Novaes Ltda.;PI;20568.54
2023-05-02;31;Moura S.A.;RO;42724.61
2024-11-02;22;Campos;MT;13043.93
2023-10-23;21;Ferreira e Filhos;RO;13782.87
2024-09-06;21;da Rosa Ltda.;ES;41951.0
2023-06-07;22;Teixeira S.A.;AM;14423.54
2024-05-15;21;Novaes Pires - ME;DF;39669.35
2024-11-14;12;Gomes da Conceição e Filhos;PR;18272.93
2023-11-17;22;Viana - EI;CE;10921.16
2023-07-14;21;das Neves S/A;RN;46419.51
2024-10-30;31;Correia;SE;49661.51
2024-09-13;33;Araújo Silva - ME;BA;27731.94
2023-06-02;22;da Rocha Barros e Filhos;RR;35686.39
2023-10-22;32;Ribeiro;SC;16562.68
2023-11-12;33;Almeida;SP;26963.54
2023-08-23;21;Martins Porto - EI;PE;12375.49
2024-07-18;12;Martins - ME;BA;12706.61
2023-05-01;33;da Conceição S.A.;ES;38679.42
2023-11-05;12;Nogueira;AM;33688.63
2024-11-29;32;Costela Alves Ltda.;ES;13439.12
2024-07-17;31;Castro;AM;16844.19
2024-12-01;22;Mendes;PA;23317.16
2023-07-22;22;Barbosa Costa Ltda.;MS;2814.3
2024-05-10;21;Nogueira;GO;46966.18
2023-08-27;31;da Paz S.A.;PB;15346.85
2024-07-28;12;da Cruz;MS;4995.36
2023-10-17;21;da Rosa - ME;PR;31806.95
2024-12-11;31;Araújo;PE;35994.01
2023-10-02;12;da Mota Peixoto - ME;PI;32660.6
2024-02-09;12;Aragão S/A;RJ;38124.47
2023-06-16;11;Lima;DF;25128.57
2024-08-07;11;Nunes;RO;2877.65
2023-04-28;21;da Paz;BA;6753.24
2024-10-17;12;Moraes Barros - ME;PI;37781.83
2024-01-25;11;da Rosa;DF;27386.91
2023-04-14;33;Moreira;MA;19143.38
2023-10-02;33;Caldeira;SC;31826.17
2023-05-04;33;Dias - EI;RN;47295.24
2023-12-25;21;Pires;PB;32056.87
2023-07-27;22;Araújo e Filhos;RO;13598.42
2023-12-02;22;da Costa S/A;BA;49689.83
2024-03-28;11;da Conceição - EI;RR;29021.11
2023-04-14;11;da Paz;MG;29708.05
2025-02-03;22;Silveira Ltda.;CE;46021.7
2023-09-27;21;Moreira - ME;AM;20826.11
2024-12-02;31;Lopes;MS;30012.27
2025-02-01;33;Costa e Filhos;ES;17595.91
2023-04-19;12;Costela;MG;20004.74
2024-01-12;22;Nunes S.A.;MS;2743.86
2023-05-19;32;Correia S.A.;PB;31807.72
2025-02-25;21;Oliveira;BA;18016.52
2024-01-07;32;Sales Costela - ME;RR;46230.37
2023-08-03;21;Gomes;AC;29545.94
